Dokument_ID	Nachname	Vorname	Pseudonym	Gender	Titel	Untertitel_im_Text	Untertitel_im_Inhaltsverzeichnis	Jahr_ED	entstanden	Gattungslabel_ED	Gattungslabel_ED_normalisiert	Medium_ED	Medientyp_ED	Hg.	Kanon_Status	Nummer im Heft (ab 00797: 1 erste Position. 0 nicht erste Position)	seriell	Seiten	Medium_Zweitdruck	Jahr_Zweitdruck	Label_Zweitdruck	Medium_Drittdruck	Jahr_Drittdruck	Label_Drittdruck	in_Deutscher_Novellenschatz_(Heyse)	in_Pantheon	in_RUB_Sammlung	in_B-v-Wiese	Verantwortlich_Erfassung	falls andere Quelle	Herkunft_Prätext_lt_Paratext	Wahrheitsbeglaubigung_lt_Paratext	Bearbeitungsqualität	ist_spätere_Fassung_von	UrhGeschBis	falls_Episode_als_Ganztext_erfasst	Kontrafaktizität_annotiert
01317-08	Torrund	Jassy			Um eine Kleinigkeit			1895		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft1–4, S.12–16, 30–35, 46–51, 63–67							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Um_eine_Kleinigkeit							
01318-00		Fred Vincent		m	Unser Drückeberger			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft30–31, S.510–515, 527–531							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Unser_Drückeberger							
01318-01		Fred Vincent		m	Unser Drückeberger			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	510–515							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Unser_Drückeberger							
01318-02		Fred Vincent		m	Unser Drückeberger			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	527–531							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Unser_Drückeberger							
01318-03		Fred Vincent		m	Unser Drückeberger			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft30–31, S.510–515, 527–531							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Unser_Drückeberger							
01318-04		Fred Vincent		m	Unser Drückeberger			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft30–31, S.510–515, 527–531							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Unser_Drückeberger							
01319-00	o.N.	o.N.			Wieder ein Wort für Jugend- und Volksspiele			1895		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	0		FALSE	Heft31, S.531							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Wieder_ein_Wort_für_Jugend-_und_Volksspiele							
01320-00	o.N.	o.N.			Ein Wort für unsere Stubenvögel			1895		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	0		FALSE	Heft42, S.724							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Ein_Wort_für_unsere_Stubenvögel							
01321-00	Wichert	Ernst		m	Ein Buchstabe			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	1		TRUE	Heft16, S.272–275							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Ein_Buchstabe							
01321-01	Wichert	Ernst		m	Ein Buchstabe			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	1		TRUE	Heft16, S.272–275							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Ein_Buchstabe							
01321-02	Wichert	Ernst		m	Ein Buchstabe			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	1		TRUE	Heft16, S.272–275							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Ein_Buchstabe							
01325-00	Lenbach	Ernst		m	Die Frau Collega			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft19, S.320–323							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Frau_Collega							
01325-01	Lenbach	Ernst		m	Die Frau Collega			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft19, S.320–323							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Frau_Collega							
01325-02	Lenbach	Ernst		m	Die Frau Collega			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft19, S.320–323							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Frau_Collega							
01326-00	Treu	Eva		f	Fräulein Nunnemann			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft31–33, S.528–531, 543–547, 557–560							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Fräulein_Nunnemann							
01326-01	Treu	Eva		f	Fräulein Nunnemann			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	528–531							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Fräulein_Nunnemann							
01326-02	Treu	Eva		f	Fräulein Nunnemann			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	543–547							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Fräulein_Nunnemann							
01326-03	Treu	Eva		f	Fräulein Nunnemann			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	557–560							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Fräulein_Nunnemann							
01326-04	Treu	Eva		f	Fräulein Nunnemann			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft31–33, S.528–531, 543–547, 557–560							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Fräulein_Nunnemann							
01326-05	Treu	Eva		f	Fräulein Nunnemann			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft31–33, S.528–531, 543–547, 557–560							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Fräulein_Nunnemann							
01327-00	Bernhard	Marie		f	Fredy			1896		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft27–29, S.464–467, 480–483, 492–499							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Fredy							
01327-01	Bernhard	Marie		f	Fredy			1896		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	464–467							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Fredy							
01327-02	Bernhard	Marie		f	Fredy			1896		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	480–483							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Fredy							
01327-03	Bernhard	Marie		f	Fredy			1896		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	492–499							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Fredy							
01327-04	Bernhard	Marie		f	Fredy			1896		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft27–29, S.464–467, 480–483, 492–499							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Fredy							
01327-05	Bernhard	Marie		f	Fredy			1896		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft27–29, S.464–467, 480–483, 492–499							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Fredy							
01327-06	Bernhard	Marie		f	Fredy			1896		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft27–29, S.464–467, 480–483, 492–499							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Fredy							
01328-00	Lenbach	Ernst		m	Geschichten des Herrn Direktors			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft7–8, S.112–115, 127–131							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Geschichten_des_Herrn_Direktors							
01328-01	Lenbach	Ernst		m	Geschichten des Herrn Direktors			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	112–115							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Geschichten_des_Herrn_Direktors							
01328-02	Lenbach	Ernst		m	Geschichten des Herrn Direktors			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	127–131							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Geschichten_des_Herrn_Direktors							
01328-03	Lenbach	Ernst		m	Geschichten des Herrn Direktors			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft7–8, S.112–115, 127–131							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Geschichten_des_Herrn_Direktors							
01328-04	Lenbach	Ernst		m	Geschichten des Herrn Direktors			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft7–8, S.112–115, 127–131							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Geschichten_des_Herrn_Direktors							
01329-00	Blüthgen	Victor		m	In letzter Stunde			1896		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	2		TRUE	Heft30, S.511–515							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/In_letzter_Stunde							
01329-01	Blüthgen	Victor		m	In letzter Stunde			1896		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	2		TRUE	Heft30, S.511–515							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/In_letzter_Stunde							
01329-02	Blüthgen	Victor		m	In letzter Stunde			1896		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	2		TRUE	Heft30, S.511–515							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/In_letzter_Stunde							
01330-00	Blüthgen	Victor		m	Kinderfüßchen			1896		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	2		TRUE	Heft46–48, S.783–787, 799–803, 812–816							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Kinderfüßchen							
01330-01	Blüthgen	Victor		m	Kinderfüßchen			1896		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	2		TRUE	783–787							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Kinderfüßchen							
01330-02	Blüthgen	Victor		m	Kinderfüßchen			1896		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	2		TRUE	799–803							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Kinderfüßchen							
01330-03	Blüthgen	Victor		m	Kinderfüßchen			1896		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	2		TRUE	812–816							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Kinderfüßchen							
01330-04	Blüthgen	Victor		m	Kinderfüßchen			1896		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	2		TRUE	Heft46–48, S.783–787, 799–803, 812–816							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Kinderfüßchen							
01330-05	Blüthgen	Victor		m	Kinderfüßchen			1896		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	2		TRUE	Heft46–48, S.783–787, 799–803, 812–816							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Kinderfüßchen							
01330-06	Blüthgen	Victor		m	Kinderfüßchen			1896		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	2		TRUE	Heft46–48, S.783–787, 799–803, 812–816							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Kinderfüßchen							
01331-00	Rudolf Lindau				Der Klageschrei			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft13–15, S.212–215, 230–232, 252–256							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Klageschrei							
01331-01	Rudolf Lindau				Der Klageschrei			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	212–215							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Klageschrei							
01331-02	Rudolf Lindau				Der Klageschrei			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	230–232							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Klageschrei							
01331-03	Rudolf Lindau				Der Klageschrei			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	252–256							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Klageschrei							
01331-04	Rudolf Lindau				Der Klageschrei			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft13–15, S.212–215, 230–232, 252–256							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Klageschrei							
01332-00	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	Heft24-44, S.389–395, usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-01	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	389–395							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-02	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-03	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	Heft24-44, S.389–395, usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-04	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	Heft24-44, S.389–395, usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-05	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	Heft24-44, S.389–395, usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-06	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	Heft24-44, S.389–395, usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-07	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	Heft24-44, S.389–395, usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-08	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	Heft24-44, S.389–395, usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-09	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	Heft24-44, S.389–395, usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-10	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	Heft24-44, S.389–395, usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-11	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	Heft24-44, S.389–395, usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-12	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	Heft24-44, S.389–395, usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-13	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	Heft24-44, S.389–395, usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-14	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	Heft24-44, S.389–395, usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-15	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	Heft24-44, S.389–395, usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-16	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	Heft24-44, S.389–395, usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-17	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	Heft24-44, S.389–395, usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-18	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	Heft24-44, S.389–395, usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-19	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	Heft24-44, S.389–395, usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-20	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	Heft24-44, S.389–395, usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-21	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	Heft24-44, S.389–395, usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-22	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	Heft24-44, S.389–395, usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-23	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	Heft24-44, S.389–395, usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-24	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	Heft24-44, S.389–395, usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-25	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	Heft24-44, S.389–395, usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-26	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	Heft24-44, S.389–395, usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-27	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	Heft24-44, S.389–395, usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-28	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	Heft24-44, S.389–395, usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-29	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	Heft24-44, S.389–395, usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-30	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	Heft24-44, S.389–395, usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-31	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	Heft24-44, S.389–395, usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-32	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	Heft24-44, S.389–395, usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
01332-33	Ganghofer	Ludwig		m	Der laufende Berg			1896		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	3		TRUE	Heft24-44, S.389–395, usw.							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_laufende_Berg							
